Date,Open,High,Low,Close,Adj Close,Volume
30/03/2022,228.910004,231.149994,226.710007,227.850006,227.608505,25588000
31/03/2022,228.449997,228.490005,222.259995,222.360001,222.124329,24192300
01/04/2022,224.550003,227.279999,222.699997,224.850006,224.611694,19544800
04/04/2022,225.979996,234.350006,225.860001,233.889999,233.642105,28054800
05/04/2022,234.080002,236.860001,231.020004,231.839996,231.594269,29727200
06/04/2022,226.910004,228.990005,221.410004,223.300003,223.063324,28995100
07/04/2022,223.929993,225.520004,218.559998,222.949997,222.713699,21037200
08/04/2022,222.380005,225.130005,220.029999,222.330002,222.09436,18375700
11/04/2022,218.419998,220.610001,215.220001,216.460007,216.230576,20516600
12/04/2022,220.240005,222.029999,213.130005,214.139999,213.91304,20128800
13/04/2022,211.820007,216.610001,211.330002,214.990005,214.762146,19231800
14/04/2022,214.889999,214.990005,210,210.179993,209.95723,18379500
18/04/2022,210,213.380005,208.300003,210.770004,210.546616,16580800
19/04/2022,210.520004,218.429993,209,217.309998,217.079666,20089900
20/04/2022,213.610001,214.160004,198.919998,200.419998,200.207581,43036500
21/04/2022,201.600006,202.970001,185.580002,188.070007,187.870667,49954100
22/04/2022,190.369995,192.720001,183.270004,184.110001,183.914871,36426800
25/04/2022,182.729996,187.179993,181.660004,186.990005,186.791809,29281100
26/04/2022,186.630005,187.190002,179.5,180.949997,180.758209,31747400
27/04/2022,174.429993,181.210007,169,174.949997,174.764572,71062900
28/04/2022,202.919998,208.529999,192.899994,205.729996,205.511948,100890600
29/04/2022,204.460007,212.479996,199.899994,200.470001,200.257523,49193400
02/05/2022,201.169998,211.880005,200.990005,211.130005,210.906235,49915300
03/05/2022,210.449997,214.899994,208.089996,212.029999,211.805267,41556300
04/05/2022,210.649994,224.300003,206.960007,223.410004,223.173218,41375900
05/05/2022,218.740005,220.169998,206.160004,208.279999,208.05925,41129200
06/05/2022,207.339996,209.380005,201.020004,203.770004,203.554031,34747200
09/05/2022,199.839996,202.570007,195.580002,196.210007,196.002045,36303200
10/05/2022,199.509995,202.960007,194.190002,197.649994,197.440506,34452500
11/05/2022,196.330002,200.669998,188.270004,188.740005,188.539963,31153400
12/05/2022,187.059998,198.050003,184.779999,191.240005,191.037308,38262200
13/05/2022,192.580002,199.889999,191.279999,198.619995,198.409485,24549800
16/05/2022,197.050003,205.369995,195.929993,200.039993,199.827972,27112600
17/05/2022,202.119995,205.460007,198.360001,202.619995,202.405243,24872700
18/05/2022,200,201,191.630005,192.240005,192.036255,23960000
19/05/2022,191.199997,195.289993,189.600006,191.289993,191.08725,24446900
20/05/2022,194.970001,197.910004,187.869995,193.539993,193.334869,31465600
23/05/2022,195.190002,196.990005,191.240005,196.229996,196.022018,25059200
24/05/2022,180.550003,183.679993,176.110001,181.279999,181.08786,50406300
25/05/2022,180.399994,185.449997,179.320007,183.830002,183.635162,28030200
26/05/2022,182.880005,192.830002,182.259995,191.630005,191.426895,23056500
27/05/2022,191.360001,195.330002,189.800003,195.130005,194.923187,22562700
31/05/2022,194.889999,197.600006,192.009995,193.639999,193.434769,26131100
01/06/2022,196.509995,199.529999,185,188.639999,188.440063,36623500
02/06/2022,188.449997,200.940002,187.729996,198.860001,198.649231,31951600
03/06/2022,195.979996,196.610001,189.779999,190.779999,190.577789,19465000
06/06/2022,193.990005,196.919998,188.399994,194.25,194.044113,30574200
07/06/2022,191.929993,196.529999,191.490005,195.649994,195.442627,18828700
08/06/2022,194.669998,202.029999,194.410004,196.639999,196.43158,22267200
09/06/2022,194.279999,199.449997,183.679993,184,183.804977,23501600
10/06/2022,183.039993,183.100006,175.020004,175.570007,175.383926,27450800
13/06/2022,170.589996,172.580002,164.029999,164.259995,164.085892,31749300
14/06/2022,166.029999,166.75,161.360001,163.729996,163.556458,27244300
15/06/2022,167.199997,172.160004,163.979996,169.350006,169.170517,30008300
16/06/2022,163.720001,165.080002,159.610001,160.869995,160.699493,26944100
17/06/2022,161.679993,165.899994,159.899994,163.740005,163.566452,31374200
21/06/2022,165.929993,167.759995,155.970001,157.050003,156.883545,50724900
22/06/2022,158.380005,160.789993,155.440002,155.850006,155.68483,47267800
23/06/2022,156.270004,159.75,154.25,158.75,158.581741,40499200
24/06/2022,161.729996,170.25,161.300003,170.160004,169.97966,68736000
27/06/2022,171.320007,171.75,168.009995,169.490005,169.310364,29174600
28/06/2022,169.899994,171.300003,160.610001,160.679993,160.509689,27744500
29/06/2022,163.570007,166.330002,160.320007,163.940002,163.766251,28595200
30/06/2022,162.149994,165.229996,158.490005,161.25,161.079086,35250600
01/07/2022,160.309998,160.619995,155,160.029999,159.860382,31423900
05/07/2022,158.139999,168.25,157.020004,168.190002,168.011734,28618600
06/07/2022,168.199997,171.589996,165.460007,169.770004,169.590073,23085900
07/07/2022,169.449997,172.720001,167.779999,172.190002,172.007507,24083400
08/07/2022,169.979996,172.399994,168.149994,170.880005,170.698898,19249200
11/07/2022,167.070007,167.490005,161.910004,162.880005,162.707367,21885600
12/07/2022,164.800003,165.910004,162.100006,163.270004,163.096954,16639700
13/07/2022,160.160004,164.979996,159.610001,163.490005,163.316727,16555100
14/07/2022,161.220001,162.589996,157.279999,158.050003,157.882492,23765200
15/07/2022,160.539993,164.979996,159.820007,164.699997,164.525436,23342800
18/07/2022,166.75,171.690002,165.639999,167.229996,167.05275,23574300
19/07/2022,170.369995,176.490005,169.509995,175.779999,175.593689,25933700
20/07/2022,177.490005,183.600006,176.699997,183.089996,182.895935,24784300
21/07/2022,180.630005,183.850006,178.869995,183.169998,182.975861,27195800
22/07/2022,173.070007,175.600006,168.410004,169.270004,169.090591,42583900
25/07/2022,169,170.570007,164.809998,166.649994,166.473358,26166300
26/07/2022,165.940002,166,157.949997,159.149994,158.981308,28468400
27/07/2022,162.589996,170.869995,162.020004,169.580002,169.400269,43846600
28/07/2022,161.059998,161.509995,154.850006,160.720001,160.549652,73214300
29/07/2022,157.690002,160.139999,155.169998,159.100006,158.931381,42065400
01/08/2022,157.25,165.190002,155.229996,159.929993,159.760483,40596700
02/08/2022,158.309998,162.240005,158.009995,160.190002,160.020218,27374500
03/08/2022,162.690002,169.539993,161.570007,168.800003,168.621094,31721900
04/08/2022,168.300003,172.149994,166.800003,170.570007,170.389221,23938200
05/08/2022,166.990005,171.610001,165.800003,167.110001,166.932877,25832700
08/08/2022,168,177.509995,167.130005,170.25,170.06955,27299100
09/08/2022,168.949997,169.529999,166.600006,168.529999,168.351379,18655100
10/08/2022,175.990005,180.479996,173.949997,178.339996,178.15097,30262100
11/08/2022,179.710007,183.100006,176.369995,177.490005,177.30188,24079100
12/08/2022,180.809998,181.460007,178.910004,180.5,180.308685,21274000
15/08/2022,178.960007,181.440002,178.199997,180.889999,180.698273,15878700
16/08/2022,179.440002,180.990005,177.039993,179.470001,179.279785,21156700
17/08/2022,176.759995,178.139999,174.169998,174.850006,174.664688,20118100
18/08/2022,174.339996,175.759995,171.860001,174.660004,174.474884,18844500
19/08/2022,170.199997,172.320007,167.050003,167.960007,167.781982,26240800
22/08/2022,165.490005,165.490005,162.259995,163.050003,162.877182,19499700
23/08/2022,162.479996,165.050003,160.699997,161.110001,160.93924,18111800
24/08/2022,160.600006,165.460007,159.770004,163.259995,163.08696,20891500
25/08/2022,165.179993,168.880005,164.020004,168.779999,168.601105,15550500
26/08/2022,168.479996,170.919998,161.669998,161.779999,161.608536,24023600
29/08/2022,160.660004,163.050003,159.009995,159.169998,159.001297,20052700
30/08/2022,160.350006,161.660004,155.910004,157.160004,156.993439,19567900
31/08/2022,167.070007,167.839996,162.139999,162.929993,162.757309,40953000
01/09/2022,163.580002,167.360001,160.350006,165.360001,165.184738,30145700
02/09/2022,167.449997,167.929993,159.220001,160.320007,160.150085,22634200
06/09/2022,160.100006,161.690002,157.690002,158.539993,158.371964,19339800
07/09/2022,157.759995,160.960007,156.809998,160.389999,160.220001,16831200
08/09/2022,158.710007,162.229996,157.740005,162.059998,161.888229,22530800
09/09/2022,163.25,169.539993,163.020004,169.149994,168.970718,22086800
12/09/2022,167.389999,171.389999,167.279999,168.960007,168.78093,23220400
13/09/2022,161.539993,161.630005,152.669998,153.130005,152.967697,44444100
14/09/2022,153.330002,153.539993,149.050003,151.470001,151.309464,43064200
15/09/2022,149.800003,154.199997,148.699997,149.550003,149.391495,34606300
16/09/2022,148.050003,148.580002,144.289993,146.289993,146.134949,40122800
19/09/2022,145.240005,148.580002,145.100006,148.020004,147.863113,22169500
20/09/2022,145.779999,148.839996,145.220001,146.089996,145.93515,23217400
21/09/2022,146.389999,149.600006,142,142.119995,141.96936,38338600
22/09/2022,141.550003,144.580002,140.869995,142.820007,142.66864,34418500
23/09/2022,141.419998,142.619995,138.889999,140.410004,140.261185,31710700
26/09/2022,140.119995,142.240005,136.190002,136.369995,136.225464,30497000
27/09/2022,137.919998,139.419998,134.119995,134.399994,134.257538,30826500
28/09/2022,134.619995,142.029999,134.270004,141.610001,141.459915,32658500
29/09/2022,139.360001,139.839996,135.199997,136.410004,136.265427,38985400
30/09/2022,136.050003,140.990005,135.5,135.679993,135.536194,33166400
03/10/2022,137.139999,139.619995,136.100006,138.610001,138.463089,27723100
04/10/2022,140.490005,142.389999,139.339996,140.279999,140.131317,34670700
05/10/2022,138.240005,140.210007,134.779999,138.979996,138.832687,27979300
06/10/2022,137.720001,141.449997,136.600006,139.070007,138.922607,36231100
07/10/2022,136.759995,138.289993,132.440002,133.449997,133.308548,33214800
10/10/2022,133.550003,136.110001,131.869995,133.789993,133.648193,24024000
11/10/2022,131.619995,132.660004,126.989998,128.539993,128.403748,38481400
12/10/2022,128.320007,129.669998,126.25,127.5,127.364861,34605200
13/10/2022,123.529999,131.139999,122.529999,130.289993,130.151901,34325700
14/10/2022,131,131.789993,126.519997,126.760002,126.625648,23559400
17/10/2022,130.300003,134.789993,130.179993,134.039993,133.897919,29612200
18/10/2022,137.089996,137.839996,131.399994,132.800003,132.659256,25445000
19/10/2022,132.889999,137,132.220001,133.229996,133.088791,30691000
20/10/2022,132.929993,136.770004,131.309998,131.529999,131.390594,26356300
21/10/2022,126.309998,130.119995,125.440002,130.009995,129.872192,46348600
24/10/2022,127.25,133.479996,124.57,129.720001,129.58252,63563400
25/10/2022,130.880005,138.350006,130.589996,137.509995,137.364243,38433200
26/10/2022,131.679993,135.550003,128.529999,129.820007,129.682419,82791500
27/10/2022,97.980003,102.5,96.379997,97.940002,97.836197,232316600
28/10/2022,99.580002,100.849998,97.510002,99.199997,99.094856,95928300
31/10/2022,98.220001,99.32,92.599998,93.160004,93.061264,121361400
01/11/2022,94.330002,97.489998,93.550003,95.199997,95.099098,110189600
02/11/2022,94.209999,95.199997,90.480003,90.540001,90.444038,71821100
03/11/2022,90.080002,90.459999,88.410004,88.910004,88.815765,60664000
04/11/2022,90.349998,91.389999,88.089996,90.790001,90.693771,55638100
07/11/2022,94.779999,96.879997,93.099998,96.720001,96.617485,81987300
08/11/2022,95.919998,97.800003,94.790001,96.470001,96.367752,52088300
09/11/2022,101.720001,104.900002,100.739998,101.470001,101.362457,107677300
10/11/2022,107.120003,112.75,104.610001,111.870003,111.751434,80671000
11/11/2022,109.230003,114.900002,108.809998,113.019997,112.900208,59961700
14/11/2022,110.989998,116.269997,110.800003,114.220001,114.098938,53395000
15/11/2022,116.07,118.739998,114.410004,117.080002,116.95591,50670500
16/11/2022,114.5,116.080002,112.660004,113.230003,113.109993,33287800
17/11/2022,110.410004,112.330002,109.800003,111.449997,111.331871,35093800
18/11/2022,113.800003,114.32,110.620003,112.050003,111.931244,33357700
21/11/2022,111.519997,112.370003,109.190002,109.860001,109.743561,24351100
22/11/2022,109.860001,111.620003,108.32,111.440002,111.321892,29029000
23/11/2022,111.720001,112.669998,110.730003,112.239998,112.121033,21343100
25/11/2022,111.300003,112.730003,111.019997,111.410004,111.291924,12007600
28/11/2022,110.779999,112.040001,108.379997,108.779999,108.664703,23309400
29/11/2022,109.540001,110.940002,108.540001,109.459999,109.343987,23899200
30/11/2022,109.510002,118.160004,109.379997,118.099998,117.974823,43348600
01/12/2022,119.199997,121.199997,118.400002,120.440002,120.312347,36551400
02/12/2022,117.830002,124.040001,117.610001,123.489998,123.359116,39950500
05/12/2022,121.75,124.669998,121.349998,122.43,122.30024,35474900
06/12/2022,119.910004,120.550003,113.739998,114.120003,113.999046,43689200
07/12/2022,113.760002,115.879997,112.879997,113.93,113.80925,29461100
08/12/2022,116.389999,117.339996,114.589996,115.330002,115.207764,30619400
09/12/2022,115.300003,117.540001,113.870003,115.900002,115.777161,26033400
12/12/2022,115.18,115.720001,113.139999,114.709999,114.588417,24747100
13/12/2022,122.129997,123.300003,118.639999,120.150002,120.022659,44701100
14/12/2022,119.389999,124.139999,119.389999,121.589996,121.461121,36922000
15/12/2022,118.330002,118.629997,114.010002,116.150002,116.026894,34531000
16/12/2022,120.230003,123.309998,118.82,119.43,119.303421,67064000
19/12/2022,116.830002,117.800003,114.330002,114.480003,114.358665,29769900
20/12/2022,113.260002,117.330002,112.459999,117.089996,116.965897,28742500
21/12/2022,116.699997,120.339996,115.620003,119.760002,119.633072,20392800
22/12/2022,117.199997,118.620003,114.379997,117.120003,116.995865,23618100
23/12/2022,116.029999,118.18,115.540001,118.040001,117.914894,17796600
27/12/2022,117.93,118.599998,116.050003,116.879997,116.756119,21392300
28/12/2022,116.25,118.150002,115.510002,115.620003,115.497459,19612500
29/12/2022,116.400002,121.029999,115.769997,120.260002,120.132538,22366200
30/12/2022,118.160004,120.419998,117.739998,120.339996,120.212448,19583800
03/01/2023,122.82,126.370003,122.279999,124.739998,124.607788,35528500
04/01/2023,127.379997,129.050003,125.849998,127.370003,127.235008,32397100
05/01/2023,126.129997,128.520004,124.540001,126.940002,126.805458,25447100
06/01/2023,128.970001,130.330002,126.040001,130.020004,129.882202,27584500
09/01/2023,131.160004,132.949997,129.279999,129.470001,129.332779,26649100
10/01/2023,127.269997,133.440002,127.150002,132.990005,132.849045,28684400
11/01/2023,130.960007,133.850006,130.339996,132.889999,132.749146,25423000
12/01/2023,133.440002,137.679993,131.759995,136.710007,136.565109,30757700
13/01/2023,134.970001,137.389999,134.839996,136.979996,136.834808,22423800
17/01/2023,136.179993,136.75,134.25,135.360001,135.216537,21147600
18/01/2023,135.809998,137.25,132.800003,133.020004,132.879013,20215500
19/01/2023,132.490005,137.449997,132.139999,136.149994,136.005692,28625200
20/01/2023,135.889999,139.940002,134.610001,139.369995,139.222275,28688600
23/01/2023,139.289993,143.759995,138.660004,143.270004,143.118149,27470100
24/01/2023,141.690002,145,141.360001,143.139999,142.988281,21970200
25/01/2023,141.220001,143.169998,140.309998,141.5,141.350021,26622000
26/01/2023,144.399994,147.509995,143.300003,147.300003,147.143875,25482100
27/01/2023,148.240005,153.190002,147.389999,151.740005,151.579178,35771900
30/01/2023,149.410004,151.119995,146.949997,147.059998,146.904129,28040100
31/01/2023,147.949997,149.880005,147.520004,148.970001,148.812103,29842100
01/02/2023,148.029999,153.580002,147.059998,153.119995,152.957703,55661000
02/02/2023,183.380005,197.160004,180.160004,188.770004,188.569931,150475700
03/02/2023,183.470001,196.770004,182.889999,186.529999,186.332291,76809700
06/02/2023,186.529999,190.699997,185.520004,186.059998,185.862793,42483800
07/02/2023,185.580002,193.779999,184.399994,191.619995,191.416901,47080700
08/02/2023,190,190.830002,182.919998,183.429993,183.23558,36139100
09/02/2023,186.130005,186.649994,177.270004,177.919998,177.73143,37118800
10/02/2023,176.350006,178.889999,173.350006,174.149994,173.965408,33433600
13/02/2023,178.220001,181,175.820007,179.429993,179.239822,31463200
14/02/2023,177.160004,181.509995,175.880005,179.479996,179.289764,24034600
15/02/2023,176.419998,178.190002,175.330002,177.160004,176.972229,25308900
16/02/2023,172.75,175.850006,171.789993,172.440002,172.257233,25827500
17/02/2023,170.220001,173.179993,169.699997,172.880005,172.696777,24171300
21/02/2023,174.309998,178.169998,171.880005,172.080002,171.897614,34592600
22/02/2023,171.070007,172.759995,169.690002,171.119995,170.938629,22433200
23/02/2023,172,173.690002,169.380005,172.039993,171.857651,20017800
24/02/2023,168.639999,170.720001,167.660004,170.389999,170.209412,19791300
27/02/2023,171.880005,173.119995,169.059998,169.539993,169.360306,19277000
28/02/2023,171.899994,177.550003,171.869995,174.940002,174.754593,46051100
01/03/2023,174.589996,177.850006,173.050003,173.419998,173.236191,30998400
02/03/2023,172.380005,175.009995,171.429993,174.529999,174.345016,17352000
03/03/2023,178.919998,186.619995,177.050003,185.25,185.05365,45877700
06/03/2023,188,189.660004,184.639999,184.899994,184.704025,33209400
07/03/2023,189,190.360001,184.009995,184.509995,184.314438,36701500
08/03/2023,182.869995,185.259995,181.339996,184.970001,184.773956,19432400
09/03/2023,186.350006,188.929993,180.300003,181.690002,181.497437,26582800
10/03/2023,181.009995,184.770004,178.800003,179.509995,179.319733,25665000
13/03/2023,177.960007,183.779999,174.820007,180.899994,180.708267,24728000
14/03/2023,187.580002,194.320007,186.559998,194.020004,193.814362,41642600
15/03/2023,192.949997,197.779999,190.839996,197.75,197.540405,42123600
16/03/2023,198.259995,205.759995,196.089996,204.929993,204.712784,50447100
17/03/2023,200.559998,201.899994,195.429993,195.610001,195.402679,50141100
20/03/2023,198.479996,199.360001,193.639999,197.809998,197.600342,25186300
21/03/2023,203.199997,203.550003,197.949997,202.160004,201.94574,31827000
22/03/2023,202.5,207.369995,199.669998,199.809998,199.598221,28477800
23/03/2023,202.839996,207.880005,202.149994,204.279999,204.063492,27389700
24/03/2023,205.179993,207.580002,203.550003,206.009995,205.791641,27716400
27/03/2023,204.809998,205.860001,201.360001,202.839996,202.625015,18527200
28/03/2023,200.149994,201.029999,197.899994,200.679993,200.4673,19127300
29/03/2023,203.559998,205.720001,202.539993,205.350006,205.132355,18851100
30/03/2023,203.380005,208.089996,202.820007,207.839996,207.619705,22608300
31/03/2023,207.240005,212.169998,206.770004,211.940002,211.715363,25440300
03/04/2023,208.839996,213.490005,208.199997,213.070007,212.844177,17924600
04/04/2023,213.389999,216.240005,212.539993,214.720001,214.492416,21026400
05/04/2023,214.149994,215.190002,209.940002,211.479996,211.255844,19396600
06/04/2023,209.25,216.940002,208.649994,216.100006,215.870956,26104400
10/04/2023,214.710007,215.660004,210.660004,214.75,214.522385,16106100
11/04/2023,215.479996,216.020004,213.410004,213.850006,213.623352,16710100
12/04/2023,214.839996,216.839996,212.580002,214,213.773178,18972200
13/04/2023,215.729996,221.149994,215.690002,220.350006,220.116455,23310400
14/04/2023,217.880005,222.110001,217.550003,221.490005,221.255249,21591200
17/04/2023,219.789993,220.979996,217.130005,218.860001,218.628036,15481900
18/04/2023,219.910004,220.440002,216.210007,217.889999,217.659058,12281000
19/04/2023,213.470001,217.330002,212.929993,215.699997,215.471375,15898100
20/04/2023,213.479996,216.75,212.770004,213.070007,212.844177,16475400
21/04/2023,210.210007,213.410004,209.580002,212.889999,212.664352,17717200
24/04/2023,213.679993,213.919998,210.710007,212.789993,212.564453,15750900
25/04/2023,210.820007,211.259995,207.130005,207.550003,207.330017,19198200
26/04/2023,212.5,214.110001,208.880005,209.399994,209.178055,41992700
27/04/2023,239.889999,241.690002,236.770004,238.559998,238.307144,71196500
28/04/2023,239.009995,240.429993,235.75,240.320007,240.065292,39554000
01/05/2023,238.619995,244,236.460007,243.179993,242.922241,29143900
02/05/2023,243.179993,244.919998,238.990005,239.240005,238.986435,24350100
03/05/2023,239.470001,241.75,232.75,237.029999,236.778778,34463900
04/05/2023,236.059998,238.199997,232.929993,233.520004,233.272491,17889400
05/05/2023,232.240005,234.679993,229.850006,232.779999,232.533279,26978900
08/05/2023,231.419998,235.619995,230.270004,233.270004,233.022766,16400500
09/05/2023,231.460007,235.880005,231.080002,233.369995,233.12265,16865600
10/05/2023,236.169998,236.75,230.720001,233.080002,232.832962,19119000
11/05/2023,233.050003,238.210007,232.300003,235.789993,235.540085,20449000
12/05/2023,236.740005,236.960007,231.449997,233.809998,233.56218,16155300
15/05/2023,236.919998,240.259995,235.330002,238.860001,238.606842,20653200
16/05/2023,235.789993,239.639999,235.520004,238.820007,238.566879,18163800
17/05/2023,238.449997,243.839996,238.139999,242.490005,242.232986,21193100
18/05/2023,241.300003,247.089996,241.190002,246.850006,246.588379,22943300
19/05/2023,247.470001,248.690002,243.410004,245.639999,245.379654,21599800
22/05/2023,245.410004,253.570007,245.119995,248.320007,248.056808,27738500
