country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","01-05-2024 21:00:00",16.5150833,80.5181667,PM2.5,5,83,31
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","01-05-2024 21:00:00",16.5150833,80.5181667,SO2,10,15,12
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","01-05-2024 21:00:00",14.675886,77.593027,PM2.5,24,67,46
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","01-05-2024 21:00:00",14.465052,78.824187,PM10,19,119,53
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","01-05-2024 21:00:00",16.9872867,81.7363176,PM10,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","01-05-2024 21:00:00",13.67,79.35,CO,34,57,47
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","01-05-2024 21:00:00",16.536107,80.594233,NH3,4,4,4
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","01-05-2024 21:00:00",16.486692,80.699436,PM2.5,46,99,56
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","01-05-2024 21:00:00",16.486692,80.699436,PM10,50,110,62
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","01-05-2024 21:00:00",16.486692,80.699436,SO2,2,11,7
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","01-05-2024 21:00:00",16.486692,80.699436,CO,38,38,38
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","01-05-2024 21:00:00",16.509717,80.612222,NO2,37,53,44
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","01-05-2024 21:00:00",17.72,83.3,PM2.5,20,64,44
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","01-05-2024 21:00:00",27.103358,93.679645,NO2,3,3,3
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","01-05-2024 21:00:00",26.071318,91.87488,PM10,41,127,90
India,Assam,Guwahati,"IITG, Guwahati - PCBA","01-05-2024 21:00:00",26.2028636,91.70046436,OZONE,11,44,20
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","01-05-2024 21:00:00",26.10887,91.589544,NO2,19,81,47
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","01-05-2024 21:00:00",26.187500,91.744194,PM2.5,20,88,38
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","01-05-2024 21:00:00",26.181742,91.78063,CO,12,112,40
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","01-05-2024 21:00:00",26.349082,92.68449,NO2,1,39,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","01-05-2024 21:00:00",26.446912,91.439057,PM2.5,42,160,61
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","01-05-2024 21:00:00",26.446912,91.439057,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","01-05-2024 21:00:00",24.82827,92.79525,PM2.5,20,31,25
India,Assam,Silchar,"Tarapur, Silchar - PCBA","01-05-2024 21:00:00",24.82827,92.79525,PM10,41,70,55
India,Assam,Silchar,"Tarapur, Silchar - PCBA","01-05-2024 21:00:00",24.82827,92.79525,SO2,1,10,4
India,Assam,Silchar,"Tarapur, Silchar - PCBA","01-05-2024 21:00:00",24.82827,92.79525,CO,28,39,29
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","01-05-2024 21:00:00",26.987634,94.636574,NO2,9,15,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","01-05-2024 21:00:00",26.146529,87.454184,PM10,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","01-05-2024 21:00:00",26.146529,87.454184,SO2,8,16,12
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","01-05-2024 21:00:00",26.146529,87.454184,OZONE,1,10,7
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","01-05-2024 21:00:00",24.75746,84.366208,NO2,2,6,5
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","01-05-2024 21:00:00",24.75746,84.366208,OZONE,5,96,58
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","01-05-2024 21:00:00",25.251013,86.989001,CO,26,100,57
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","01-05-2024 21:00:00",25.204762,85.514960,NH3,2,2,2
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)","01-05-2024 21:00:00",25.567520,83.966379,PM10,111,429,217
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","01-05-2024 21:00:00",24.7955,84.9994,CO,8,50,16
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","01-05-2024 21:00:00",24.7955,84.9994,OZONE,42,85,61
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","01-05-2024 21:00:00",24.792403,84.992416,NO2,30,31,30
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","01-05-2024 21:00:00",24.792403,84.992416,SO2,5,9,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","01-05-2024 21:00:00",24.792403,84.992416,OZONE,2,13,4
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","01-05-2024 21:00:00",24.762518,84.982348,SO2,10,12,11
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","01-05-2024 21:00:00",24.762518,84.982348,CO,16,48,22
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","01-05-2024 21:00:00",25.697189,85.245900,PM10,168,290,222
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","01-05-2024 21:00:00",25.697189,85.245900,NO2,13,80,52
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","01-05-2024 21:00:00",25.560083,87.553265,NH3,3,12,7
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","01-05-2024 21:00:00",25.560083,87.553265,OZONE,12,26,20
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","01-05-2024 21:00:00",26.0881305,87.93840336,PM2.5,58,247,103
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","01-05-2024 21:00:00",26.0881305,87.93840336,OZONE,26,75,27
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","01-05-2024 21:00:00",27.308328,84.531742,PM2.5,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","01-05-2024 21:00:00",27.308328,84.531742,NH3,2,3,2
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","01-05-2024 21:00:00",27.308328,84.531742,SO2,1,6,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","01-05-2024 21:00:00",26.63086,84.90051,NH3,7,18,11
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","01-05-2024 21:00:00",26.63086,84.90051,CO,4,52,37
India,Bihar,Munger,"Town Hall, Munger - BSPCB","01-05-2024 21:00:00",25.376776,86.471523,PM10,91,172,129
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","01-05-2024 21:00:00",26.11442,85.39813,SO2,4,35,10
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","01-05-2024 21:00:00",26.11442,85.39813,CO,12,39,22
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","01-05-2024 21:00:00",26.11442,85.39813,OZONE,17,31,26
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","01-05-2024 21:00:00",26.1403345,85.3650192,PM10,89,159,126
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","01-05-2024 21:00:00",26.1403345,85.3650192,NO2,4,6,5
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","01-05-2024 21:00:00",26.1209,85.3647,CO,16,62,33
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","01-05-2024 21:00:00",25.586562,85.043586,NH3,2,3,3
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","01-05-2024 21:00:00",25.586562,85.043586,SO2,15,37,23
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","01-05-2024 21:00:00",25.592539,85.227158,NH3,5,6,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","01-05-2024 21:00:00",25.592539,85.227158,SO2,8,11,10
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","01-05-2024 21:00:00",25.610369,85.132568,PM2.5,75,186,119
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","01-05-2024 21:00:00",25.610369,85.132568,SO2,5,6,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB","01-05-2024 21:00:00",25.619651,85.147382,PM10,218,330,256
India,Bihar,Patna,"Muradpur, Patna - BSPCB","01-05-2024 21:00:00",25.619651,85.147382,NO2,15,76,33
India,Bihar,Patna,"Muradpur, Patna - BSPCB","01-05-2024 21:00:00",25.619651,85.147382,OZONE,12,86,72
India,Bihar,Patna,"Samanpura, Patna - BSPCB","01-05-2024 21:00:00",25.596727,85.085624,PM2.5,111,357,225
India,Bihar,Patna,"Samanpura, Patna - BSPCB","01-05-2024 21:00:00",25.596727,85.085624,CO,28,106,47
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","01-05-2024 21:00:00",25.366336,87.117468,NH3,5,10,8
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","01-05-2024 21:00:00",25.366336,87.117468,SO2,5,12,8
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","01-05-2024 21:00:00",25.366336,87.117468,CO,26,71,41
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","01-05-2024 21:00:00",25.03280,85.41948,CO,27,61,40
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","01-05-2024 21:00:00",25.859655,85.77944,PM2.5,55,187,87
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","01-05-2024 21:00:00",25.859655,85.77944,SO2,10,10,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","01-05-2024 21:00:00",25.859655,85.77944,CO,21,22,21
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","01-05-2024 21:00:00",26.2271665,84.3570427,NO2,12,29,21
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","01-05-2024 21:00:00",30.735567,76.775714,CO,25,53,33
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","01-05-2024 21:00:00",30.719859,76.738637,PM2.5,22,92,53
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","01-05-2024 21:00:00",30.719859,76.738637,NO2,5,71,20
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","01-05-2024 21:00:00",30.719859,76.738637,CO,34,72,43
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","01-05-2024 21:00:00",21.194815,81.314770,PM2.5,42,83,64
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","01-05-2024 21:00:00",21.185571,81.343175,NH3,4,8,5
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","01-05-2024 21:00:00",21.185571,81.343175,SO2,7,13,10
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","01-05-2024 21:00:00",21.224231,81.408350,PM2.5,NA,NA,NA
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","01-05-2024 21:00:00",21.224231,81.408350,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","01-05-2024 21:00:00",22.118125,83.140608,CO,23,58,32
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","01-05-2024 21:00:00",22.368195,82.746431,CO,15,46,17
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","01-05-2024 21:00:00",22.348441,82.549611,CO,20,56,27
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","01-05-2024 21:00:00",22.126650,83.483212,PM10,71,414,152
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","01-05-2024 21:00:00",22.126650,83.483212,SO2,2,68,18
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","01-05-2024 21:00:00",22.1910172,83.5197009,NO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","01-05-2024 21:00:00",22.1910172,83.5197009,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","01-05-2024 21:00:00",21.258815,81.578979,PM2.5,31,82,57
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","01-05-2024 21:00:00",21.219665,81.630094,NO2,27,50,38
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","01-05-2024 21:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","01-05-2024 21:00:00",21.219665,81.630094,SO2,1,3,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","01-05-2024 21:00:00",21.237755,81.705301,PM2.5,25,46,36
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","01-05-2024 21:00:00",21.371751,81.664929,SO2,23,97,53
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","01-05-2024 21:00:00",22.06631475,83.33820077,NH3,1,2,1
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","01-05-2024 21:00:00",22.06631475,83.33820077,SO2,5,29,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","01-05-2024 21:00:00",22.06631475,83.33820077,CO,14,70,18
India,Delhi,Delhi,"Alipur, Delhi - DPCC","01-05-2024 21:00:00",28.815329,77.153010,OZONE,1,131,115
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","01-05-2024 21:00:00",28.647622,77.3158090,NH3,3,7,5
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","01-05-2024 21:00:00",28.4706914,77.1099364,NO2,25,34,28
India,Delhi,Delhi,"Bawana, Delhi - DPCC","01-05-2024 21:00:00",28.776200,77.051074,PM2.5,63,402,179
India,Delhi,Delhi,"Bawana, Delhi - DPCC","01-05-2024 21:00:00",28.776200,77.051074,PM10,179,440,267
India,Delhi,Delhi,"Bawana, Delhi - DPCC","01-05-2024 21:00:00",28.776200,77.051074,NH3,3,6,5
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","01-05-2024 21:00:00",28.7256504,77.2011573,OZONE,7,71,59
India,Delhi,Delhi,"DTU, Delhi - CPCB","01-05-2024 21:00:00",28.7500499,77.1112615,OZONE,31,177,128
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","01-05-2024 21:00:00",28.5710274,77.0719006,CO,36,128,43
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","01-05-2024 21:00:00",28.5627763,77.1180053,PM10,99,264,159
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","01-05-2024 21:00:00",28.5627763,77.1180053,OZONE,8,44,27
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","01-05-2024 21:00:00",28.6811736,77.3025234,SO2,3,18,11
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","01-05-2024 21:00:00",28.6811736,77.3025234,OZONE,13,24,20
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","01-05-2024 21:00:00",28.732820,77.170633,PM10,178,420,265
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","01-05-2024 21:00:00",28.580280,77.233829,PM2.5,18,209,61
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","01-05-2024 21:00:00",28.580280,77.233829,NH3,5,10,7
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","01-05-2024 21:00:00",28.580280,77.233829,OZONE,1,167,138
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","01-05-2024 21:00:00",28.588333,77.221667,NO2,83,118,92
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","01-05-2024 21:00:00",28.611281,77.237738,SO2,9,46,18
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-05-2024 21:00:00",28.684678,77.076574,PM2.5,38,392,176
India,Delhi,Delhi,"Mundka, Delhi - DPCC","01-05-2024 21:00:00",28.684678,77.076574,CO,32,90,36
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","01-05-2024 21:00:00",28.60909,77.0325413,PM10,20,410,229
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","01-05-2024 21:00:00",28.60909,77.0325413,NO2,22,50,32
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","01-05-2024 21:00:00",28.60909,77.0325413,CO,26,50,35
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","01-05-2024 21:00:00",28.570173,76.933762,PM2.5,18,368,159
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","01-05-2024 21:00:00",28.570173,76.933762,OZONE,20,114,97
India,Delhi,Delhi,"Narela, Delhi - DPCC","01-05-2024 21:00:00",28.822836,77.101981,PM10,134,414,236
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","01-05-2024 21:00:00",28.567890,77.250515,PM10,115,229,173
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","01-05-2024 21:00:00",28.57834,77.18400,PM2.5,29,334,120
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","01-05-2024 21:00:00",28.57834,77.18400,CO,14,113,22
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","01-05-2024 21:00:00",28.530785,77.271255,PM2.5,27,256,89
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","01-05-2024 21:00:00",28.530785,77.271255,NO2,33,143,74
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","01-05-2024 21:00:00",28.623763,77.287209,PM2.5,27,260,91
India,Delhi,Delhi,"Pusa, Delhi - DPCC","01-05-2024 21:00:00",28.639652,77.146275,PM10,177,341,225
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","01-05-2024 21:00:00",28.563262,77.186937,SO2,3,51,23
India,Delhi,Delhi,"Rohini, Delhi - DPCC","01-05-2024 21:00:00",28.732528,77.119920,NO2,9,116,38
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","01-05-2024 21:00:00",28.6514781,77.1473105,PM2.5,144,418,310
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","01-05-2024 21:00:00",28.6514781,77.1473105,NH3,10,11,10
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","01-05-2024 21:00:00",28.710508,77.249485,PM2.5,25,308,95
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-05-2024 21:00:00",28.531346,77.190156,NH3,5,9,6
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-05-2024 21:00:00",28.531346,77.190156,SO2,11,33,18
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","01-05-2024 21:00:00",28.531346,77.190156,OZONE,9,68,60
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","01-05-2024 21:00:00",28.672342,77.315260,SO2,26,82,40
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","01-05-2024 21:00:00",28.699793,77.165453,CO,20,116,38
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","01-05-2024 21:00:00",23.107969,72.574648,NO2,26,28,27
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","01-05-2024 21:00:00",23.107969,72.574648,SO2,2,26,8
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","01-05-2024 21:00:00",23.107969,72.574648,OZONE,12,55,40
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","01-05-2024 21:00:00",22.977134,72.553024,PM2.5,96,189,127
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","01-05-2024 21:00:00",22.977134,72.553024,SO2,6,46,18
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","01-05-2024 21:00:00",22.977134,72.553024,OZONE,7,79,51
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","01-05-2024 21:00:00",23.002657,72.591912,PM10,79,135,107
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-05-2024 21:00:00",23.016834,72.625775,NO2,93,209,109
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","01-05-2024 21:00:00",23.016834,72.625775,CO,26,92,54
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","01-05-2024 21:00:00",23.023389,72.515201,CO,40,41,40
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","01-05-2024 21:00:00",23.043070,72.562968,PM10,102,172,120
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","01-05-2024 21:00:00",23.043070,72.562968,NO2,3,7,6
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","01-05-2024 21:00:00",23.043070,72.562968,SO2,6,11,7
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","01-05-2024 21:00:00",23.221714,72.654328,NO2,17,215,30
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","01-05-2024 21:00:00",23.221714,72.654328,NH3,1,1,1
India,Gujarat,Surat,"Science Center, Surat - SMC","01-05-2024 21:00:00",21.170046,72.795405,SO2,1,4,3
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","01-05-2024 21:00:00",22.969611,72.643500,SO2,3,95,23
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","01-05-2024 21:00:00",30.379589,76.778328,NH3,8,8,8
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","01-05-2024 21:00:00",28.6701,76.9254,PM2.5,40,258,132
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","01-05-2024 21:00:00",28.3419248,77.319699,PM10,144,400,223
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","01-05-2024 21:00:00",28.3419248,77.319699,CO,2,83,33
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-05-2024 21:00:00",28.806223,76.141105,NO2,5,12,9
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","01-05-2024 21:00:00",28.806223,76.141105,OZONE,5,26,16
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","01-05-2024 21:00:00",28.206800,76.799700,NH3,9,26,19
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","01-05-2024 21:00:00",28.39072,77.30059,NO2,4,15,11
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","01-05-2024 21:00:00",28.4417,77.3217,PM10,138,148,143
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","01-05-2024 21:00:00",28.4417,77.3217,NH3,9,9,9
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB","01-05-2024 21:00:00",28.4088421,77.3099081,PM2.5,42,250,115
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","01-05-2024 21:00:00",29.503664,75.467934,NO2,29,31,30
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","01-05-2024 21:00:00",29.503664,75.467934,SO2,10,11,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","01-05-2024 21:00:00",29.503664,75.467934,CO,5,20,7
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","01-05-2024 21:00:00",28.4501238,77.0263051,OZONE,8,69,45
India,Haryana,Jind,"Police Lines, Jind - HSPCB","01-05-2024 21:00:00",29.307814,76.337619,NO2,7,16,12
India,Haryana,Jind,"Police Lines, Jind - HSPCB","01-05-2024 21:00:00",29.307814,76.337619,OZONE,6,17,14
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","01-05-2024 21:00:00",27.9002,76.9938,NH3,16,19,18
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","01-05-2024 21:00:00",27.9002,76.9938,OZONE,22,32,27
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","01-05-2024 21:00:00",28.360699,76.936090,NO2,27,82,48
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","01-05-2024 21:00:00",28.060249,76.113115,PM10,106,259,154
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","01-05-2024 21:00:00",28.060249,76.113115,NH3,5,27,15
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","01-05-2024 21:00:00",28.060249,76.113115,OZONE,41,59,47
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","01-05-2024 21:00:00",28.1485564,77.3320667,PM10,101,283,152
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","01-05-2024 21:00:00",28.1485564,77.3320667,OZONE,10,41,13
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","01-05-2024 21:00:00",30.7057778,76.8531805555555,CO,5,14,11
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","01-05-2024 21:00:00",29.536400,75.015800,PM10,60,500,128
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","01-05-2024 21:00:00",29.536400,75.015800,CO,54,62,55
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","01-05-2024 21:00:00",29.536400,75.015800,OZONE,56,116,106
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","01-05-2024 21:00:00",29.027200,77.062100,NO2,37,44,40
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","01-05-2024 21:00:00",30.1480566,77.2893471,NH3,1,6,4
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","01-05-2024 21:00:00",30.943887,76.801991,NH3,2,4,3
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","01-05-2024 21:00:00",23.811548,86.481238,CO,128,133,131
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","01-05-2024 21:00:00",23.80569,86.44268,NO2,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","01-05-2024 21:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","01-05-2024 21:00:00",16.172806,75.659694,NH3,1,2,1
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","01-05-2024 21:00:00",15.888653,74.541751,PM2.5,17,32,24
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","01-05-2024 21:00:00",15.888653,74.541751,NO2,1,45,18
